province,territoire,village_chdc,latitude,longitude,meilleur_candidat_grid3,distance_m,similarite
Sud-Kivu,Uvira,Uvira,-3.354461,29.15087,Ushirika,750,0.62
Sud-Kivu,Uvira,Uvira,-3.400385,29.137741,Munanira,1026,0.62
Sud-Kivu,Walungu,,-2.55383,28.7445,Bwahungu,41,0.0
Sud-Kivu,Walungu,Budodo Gr Kaniola,-2.650001,28.585,Bula,1113,0.4
Sud-Kivu,Walungu,Burhale Gr Burhale,-2.712222,28.628056,Bushadu,643,0.57
Sud-Kivu,Walungu,Businga Gr Karhongo,-2.69886,28.900152,Irindano,1031,0.4
Sud-Kivu,Walungu,Busolo Gr Mulamba,-2.7417,28.4736,Mugoma,319,0.33
Sud-Kivu,Walungu,Butuza Gr Burhale,-2.704723,28.656666,Burhenda,467,0.43
Sud-Kivu,Walungu,Buzonga Gr Karhongo,-2.771133,28.807009,Cingali,1600,0.43
Sud-Kivu,Walungu,Cagala Gr Izege,-2.6,28.659166,Cibuga,1785,0.5
Sud-Kivu,Walungu,Cagombe Gr Walungu,-2.61895,28.7022,Lwigamba,930,0.4
Sud-Kivu,Walungu,Cazi Gr Lurhala,-2.65553,28.7596,Cirwe,425,0.44
Sud-Kivu,Walungu,Chagombe Gr Walungu,-2.759734,28.4818,Kalumba,1749,0.4
Sud-Kivu,Walungu,Chamasika Gr Kamisimbi,-2.577601,28.822,Cangoma,1395,0.5
Sud-Kivu,Walungu,Chibanda Karerhe Gr Karhongo,-2.74765,28.839,Kaherhe,19,0.52
Sud-Kivu,Walungu,Chibeke Gr Burhale,-2.735,28.620277,Birherema,1270,0.38
Sud-Kivu,Walungu,Chinda Gr Mulamba,-2.784376,28.533976,Nabiridja,609,0.4
Sud-Kivu,Walungu,Cihanda Gr Lurhala,-2.585871,28.772125,Kahanda,1516,0.71
Sud-Kivu,Walungu,Ciherano Gr Lurhala,-2.698804,28.908026,Irindano,1404,0.62
Sud-Kivu,Walungu,Cijocho Gr Irongo,-2.68585,28.7048,Cigako,1254,0.46
Sud-Kivu,Walungu,Cisheke Gr Walungu,-2.612985,28.711678,Cirera 1,974,0.4
Sud-Kivu,Walungu,Cishembe Gr Mulamba,-2.77058,28.515764,,,
Sud-Kivu,Walungu,Ibona Gr Walungu,-2.603215,28.686123,Cibambaza,1027,0.43
Sud-Kivu,Walungu,Ibunza Gr Mulamba,-2.776071,28.4126,Ibanga,1718,0.67
Sud-Kivu,Walungu,Irabata Gr Lurhala,-2.576374,28.77146,Kahanda,669,0.43
Sud-Kivu,Walungu,Ishamba Gr Karhongo,-2.702911,28.94706,Lushebeyi,1737,0.38
Sud-Kivu,Walungu,Isingo Gr Irongo,-2.75,28.75,Ikungu,1200,0.5
Sud-Kivu,Walungu,Izege Gr Izege,-2.581945,28.681389,Kalengera,1690,0.43
Sud-Kivu,Walungu,Kalunga Gr Kamanyola,-2.731431,29.00297,Kayange,809,0.57
Sud-Kivu,Walungu,Kamanyola Gr Kamanyola,-2.73985,29.002419,Kambara,735,0.62
Sud-Kivu,Walungu,Kamikonzi Gr Irongo,-2.71592,28.6935,Kalirhezi,1143,0.56
Sud-Kivu,Walungu,Kangombo Gr Mulamba,-2.785568,28.47255,Kisungi,1688,0.4
Sud-Kivu,Walungu,Kankinda Gr Mulamba,-2.697156,28.549076,Kalirine,1664,0.5
Sud-Kivu,Walungu,Karambi Gr Mushinga,-2.75,28.65,Karhambana,1879,0.71
Sud-Kivu,Walungu,Karhondo Gr Kabembe,-2.85034,28.8464,Kagunga,1796,0.4
Sud-Kivu,Walungu,Kashanja Gr Walungu,-2.636759,28.696945,Cibanda,1943,0.4
Sud-Kivu,Walungu,Kasheyi Gr Lurhala,-2.581918,28.767694,Kaburhi,1185,0.57
Sud-Kivu,Walungu,Kashozi Gr Kashozi,-2.83858,28.824,Kasheke,258,0.57
Sud-Kivu,Walungu,Kaziba Gr Kashozi,-2.821918,28.822472,Lulanzi,722,0.46
Sud-Kivu,Walungu,Kibuti Gr Kibuti,-2.851223,28.827888,Butuzi,1144,0.67
Sud-Kivu,Walungu,Kidodobo Gr Kamisimbi,-2.558162,28.778824,Lubona,535,0.29
Sud-Kivu,Walungu,Kilaya Gr Nguba,-2.68129,28.7116,Itara,1206,0.55
Sud-Kivu,Walungu,Kilimankwale Gr Mulamba,-2.746584,28.491333,Kamilanga,1688,0.57
Sud-Kivu,Walungu,Lubona Gr Lubona,-2.749817,28.815289,Cimalantanda,1483,0.33
Sud-Kivu,Walungu,Luchiga Gr Luchiga,-2.691347,28.662643,Burhenda,1170,0.4
Sud-Kivu,Walungu,Luciga Gr Luchiga,-2.728829,28.716454,Cihuma,716,0.5
Sud-Kivu,Walungu,Lugo Gr Izege,-2.578881,28.6816,Lugo Sud,661,0.67
Sud-Kivu,Walungu,Luhonga Gr Mulama,-2.849252,28.790956,Kashanga,1444,0.53
Sud-Kivu,Walungu,Luhorhe Gr Karhongo,-2.685514,28.876005,Nyamurhambye,879,0.42
Sud-Kivu,Walungu,Luntukulu Gr Mulamba,-2.7296,28.474766,Kalumba,1812,0.25
Sud-Kivu,Walungu,Lurhala Gr Lurhala,-2.6252,28.754301,Buganda,424,0.43
Sud-Kivu,Walungu,Lushondo Gr Nduba,-2.6727,28.6778,Lukumbo 3,1758,0.35
Sud-Kivu,Walungu,Luzinzi Gr Butuzi,-2.860806,28.83825,Bushendeko,1590,0.24
Sud-Kivu,Walungu,Lwanguku Gr Kashozi,-2.8318,28.8197,Lukube,1643,0.57
Sud-Kivu,Walungu,Mazigiro Gr Lurhala,-2.574345,28.771837,Canampanzi,1374,0.44
Sud-Kivu,Walungu,Mbuba Gr Kaniola,-2.67042,28.5819,Madubo,495,0.55
Sud-Kivu,Walungu,Misheke Gr Mulamba,-2.750917,28.481083,Shesha Kalengera,1683,0.43
Sud-Kivu,Walungu,Mubuga Gr Kashozi,-2.9445,28.83061,,,
Sud-Kivu,Walungu,Mubumbano Gr Mushinga,-2.741556,28.65825,Luanshoko,1408,0.44
Sud-Kivu,Walungu,Mugogo Gr Lurhala,-2.582505,28.75378,Rugohwa,1060,0.46
Sud-Kivu,Walungu,Muku Gr Kamisimbi,-2.581356,28.803558,Marhamumu,1081,0.46
Sud-Kivu,Walungu,Mukungwe Gr Mushinga,-2.643056,28.695,Makwale,1959,0.53
Sud-Kivu,Walungu,Mulamba Gr Mulamba,-2.695791,28.57202,Madaka,1922,0.46
Sud-Kivu,Walungu,Mulambi Gr Kamisimbi,-2.56003,28.8291,Lwami,1097,0.67
Sud-Kivu,Walungu,Mulambula Gr Mulamba,-2.713578,28.454224,,,
Sud-Kivu,Walungu,"Mulondola, Gr Ngando",-2.80909,28.8231,Mulwa,171,0.57
Sud-Kivu,Walungu,Mushenyi Gr Karhongo,-2.730001,28.828333,Bufunzi,1971,0.4
Sud-Kivu,Walungu,Mushingwa Gr Mushingwa,-2.75226,28.660461,Musa,1947,0.62
Sud-Kivu,Walungu,Mushwerhe Gr Kaniola,-2.589,28.603916,Mbuba,427,0.29
Sud-Kivu,Walungu,Muzinzi Gr Mulamba,-2.730425,28.594278,Butuzi,1297,0.46
Sud-Kivu,Walungu,Muzinzi-Nyangezi Gr Karhongo,-2.70042,28.84715,Ciyanja,1274,0.35
Sud-Kivu,Walungu,Mwassa Gr Mulamba,-2.767222,28.4855,Kashebeye,1637,0.27
Sud-Kivu,Walungu,Mwendo Gr Walungu,-2.601526,28.670416,Lwena,1378,0.55
Sud-Kivu,Walungu,Mwirama Gr Kaniola,-2.670031,28.5055,Mulambula,217,0.5
Sud-Kivu,Walungu,Mwirama I Gr Mulamba,-2.700722,28.369839,,,
Sud-Kivu,Walungu,Nabiriga Gr Butuzi,-2.91127,28.8656,Kahya,23,0.31
Sud-Kivu,Walungu,Namadava Gr Mulamba,-2.73588,28.46656,Kamilanga,1517,0.47
Sud-Kivu,Walungu,Ngali Gr Karhongo,-2.7087,28.8695,Iranga,1878,0.55
Sud-Kivu,Walungu,Ngand Gr Ngando,-2.807029,28.8265,Kajunga,712,0.5
Sud-Kivu,Walungu,Nshesha Gr Walungu,-2.7308,28.6099,Nene,1889,0.36
Sud-Kivu,Walungu,Ntabunge Gr Kaniola,-2.592082,28.66167,Nakalege,863,0.5
Sud-Kivu,Walungu,Ntondo Gr Mushinga,-2.766667,28.6,Cidirha,670,0.15
Sud-Kivu,Walungu,Nyamarhege Gr Kaniola,-2.681669,28.544443,Muherebe,1074,0.44
Sud-Kivu,Walungu,Nyamego Gr Mulamba,-2.771029,28.471083,Kisungi,491,0.29
Sud-Kivu,Walungu,Nyangezi Gr Karhongo,-2.656084,28.86975,Munya,864,0.46
Sud-Kivu,Walungu,Tubimbi Gr Tubimbi,-2.768334,28.592222,Mukama,1003,0.31
Sud-Kivu,Walungu,Walungu Gr Walungu,-2.623056,28.673334,Makwale,1349,0.43
Tanganyika,Kabalo,Betania,-6.2,26.33333,Munwa,1701,0.17
Tanganyika,Kabalo,Boya,-6.300001,26.216667,Kamena,1750,0.2
Tanganyika,Kabalo,Bubu,-6.483334,27.55,,,
Tanganyika,Kabalo,Buhombo Gr Mbuli,-5.954338,26.928123,Imbwa,47,0.33
Tanganyika,Kabalo,Bukundu,-6.377807,27.459751,Kadjile,1666,0.29
Tanganyika,Kabalo,Butomene,-6.433333,26.9,Kangombe,954,0.38
Tanganyika,Kabalo,Camp-Katumpa Gr Mbuli,-6.05979,27.067932,Kabungulu,1373,0.29
Tanganyika,Kabalo,Germy,-6.294405,27.655596,Maonze,1914,0.18
Tanganyika,Kabalo,Kabalo,-6.05,26.916666,Kamaza,815,0.5
Tanganyika,Kabalo,Kabalo II Gr Mbuli,-6.01941,26.93995,Mbuli,1356,0.43
Tanganyika,Kabalo,Kabanzi,-7.145943,28.678705,,,
Tanganyika,Kabalo,Kabi Gr Mulimi,-6.084236,26.822906,Lukumba,689,0.36
Tanganyika,Kabalo,Kabula,-6.5,27.016666,Kyaba,1915,0.73
Tanganyika,Kabalo,Kabundu Gr Kibula,-5.856623,27.041607,Kibula,1605,0.46
Tanganyika,Kabalo,Kabungo,-6.493374,27.019438,Kabula,1917,0.62
Tanganyika,Kabalo,Kabungu Gr Kabula,-6.443569,27.168415,Kyulu,1402,0.5
Tanganyika,Kabalo,Kabuzi Matuka,-6.070265,26.851435,Kabi,107,0.47
Tanganyika,Kabalo,Kabwela Gr Mpaye,-6.1211,26.7705,Kasu,102,0.36
Tanganyika,Kabalo,Kakunku,-6.173288,27.570984,,,
Tanganyika,Kabalo,Kamahembe ,-6.030148,26.906141,Kalangwa,1536,0.35
Tanganyika,Kabalo,Kanani Gr Mwishi,-6.089601,26.8189,Katongwe,1715,0.43
Tanganyika,Kabalo,Kangombe Gr Mulimi,-6.429901,26.9357,Nsimbi,637,0.43
Tanganyika,Kabalo,Kansamba I,-6.56667,26.5,,,
Tanganyika,Kabalo,Kansoni Gr Mbuli,-5.812993,26.914715,Lukengo,79,0.43
Tanganyika,Kabalo,Kanteba Gr Mbuli,-6.216014,26.947256,Katenda,802,0.71
Tanganyika,Kabalo,Kanzanze Gr Kabula,-6.439158,26.99389,Kamubangwa,1394,0.44
Tanganyika,Kabalo,Kasamba,-6.81185,27.061651,Kivwa Kasongo,180,0.3
Tanganyika,Kabalo,Katentamine,-5.98333,26.26667,,,
Tanganyika,Kabalo,Katete,-6.466668,25.983334,,,
Tanganyika,Kabalo,Katutu Gr Mulimi,-6.151403,26.90851,Lumbubu,591,0.31
Tanganyika,Kabalo,Kaunge,-6.311364,26.925667,Kyalo,914,0.36
Tanganyika,Kabalo,Kay,-6.333331,26.71667,Leon,1701,0.0
Tanganyika,Kabalo,Kaye Gr Mpaye,-6.416667,26.516666,Kashilu,1889,0.36
Tanganyika,Kabalo,Kayumbu,-6.3826,26.9929,Kilembo,617,0.43
Tanganyika,Kabalo,Kenanyoka,-6.307416,27.643227,Mamba,369,0.29
Tanganyika,Kabalo,Keshola,-6.200344,26.631804,Mbayo,1983,0.17
Tanganyika,Kabalo,Kia pk50,-6.446448,26.966858,Kiya,3,0.5
Tanganyika,Kabalo,Kiaba,-6.6,27.35,,,
Tanganyika,Kabalo,Kibanda,-6.279811,27.629248,Maloba,162,0.31
Tanganyika,Kabalo,Kiluba-Kyosha,-6.229914,26.175835,,,
Tanganyika,Kabalo,Kimpata ,-6.298729,27.651272,Mamba,1585,0.5
Tanganyika,Kabalo,Kinshasa,-5.85,26.28333,Nyasa,1977,0.62
Tanganyika,Kabalo,Kisala,-6.583334,27.433332,,,
Tanganyika,Kabalo,Kisenda,-6.35,27.6,Lukwesa 1,761,0.38
Tanganyika,Kabalo,Kitongola,-6.578175,26.171825,Muba,58,0.15
Tanganyika,Kabalo,Kizanga Makole,-6.230153,26.1757,,,
Tanganyika,Kabalo,Konga,-6.465817,27.486034,Kabinda,1005,0.5
Tanganyika,Kabalo,Kyaba Gr Kabulo,-6.556201,27.0095,Makonga,1777,0.33
Tanganyika,Kabalo,Kyata,-5.682175,26.95778,Kamwanya,68,0.46
Tanganyika,Kabalo,Kyato,-6.356843,26.948778,Kakengo,12,0.5
Tanganyika,Kabalo,Kyoywa,-6.249592,26.91554,Kaunge,1550,0.33
Tanganyika,Kabalo,Kyulu Gr Mbuli,-6.493698,27.019396,Kabula,1953,0.55
Tanganyika,Kabalo,Lombwa Ngenyi,-6.577961,26.172039,Muba,91,0.35
Tanganyika,Kabalo,Longa,-6.366668,27.466667,Nkisi,492,0.2
Tanganyika,Kabalo,Lubinga,-6.306672,27.74777,,,
Tanganyika,Kabalo,Lumwishi,-5.716671,26.91667,Mululwa,1428,0.4
Tanganyika,Kabalo,Luy,-6.2801,27.6294,Maloba,126,0.22
Tanganyika,Kabalo,Makole,-6.583334,26.166666,Muba,752,0.4
Tanganyika,Kabalo,Maloba,-6.300001,27.65,Mamba,1390,0.73
Tanganyika,Kabalo,Mamba,-6.600537,26.525051,Kansamba 1,140,0.53
Tanganyika,Kabalo,Mbuyu Nzoa,-5.716668,26.916666,Mululwa,1428,0.47
Tanganyika,Kabalo,Miba Gr Mbuli,-6.178835,26.895721,Ngoy Kashi Mwimbiwiona,1812,0.31
Tanganyika,Kabalo,Mukabi,-6.047983,27.400002,Kabanza,659,0.46
Tanganyika,Kabalo,Mukana Kasolwa,-6.292172,26.9491,,,
Tanganyika,Kabalo,Mukule,-6.016,26.9344,Mbuli,1649,0.55
Tanganyika,Kabalo,Muleba,-6.427688,26.905645,Kangombe,1234,0.29
Tanganyika,Kabalo,Mulondo ,-6.308459,27.643026,Maonze,204,0.46
Tanganyika,Kabalo,Mulonga Gr Mulimi,-5.530261,26.45153,,,
Tanganyika,Kabalo,Mungobo,-6.328827,26.981136,Kasinge,62,0.29
Tanganyika,Kabalo,Musafiri ,-6.612373,26.054295,,,
Tanganyika,Kabalo,Mwanwa Gr Maloba,-6.318541,27.642126,Mamba,883,0.55
Tanganyika,Kabalo,Nsonswe ,-5.899775,27.058632,Makanyaka,31,0.12
Tanganyika,Kabalo,Nzoa Gr Baleo,-6.2703,27.4363,Manda,1517,0.44
Tanganyika,Kabalo,Nzovu Gr Mbuli,-6.149686,26.90716,Nyengwa,99,0.17
Tanganyika,Kabalo,Nzowa,-6.6,25.983334,,,
Tanganyika,Kabalo,Pipe,-6.622421,26.076601,Lubinda,101,0.18
Tanganyika,Kabalo,Takikwa Gr Mbuli,-5.910639,27.015383,,,
Tanganyika,Kalemie,2 Antennes Gr Mahila,-5.300076,28.907831,,,
Tanganyika,Kalemie,Africa,-5.937008,29.17853,Tabora,286,0.5
Tanganyika,Kalemie,Alain,-6.16206,28.424097,Lwamba,1631,0.36
Tanganyika,Kalemie,Amaso,-5.216668,28.8,,,
Tanganyika,Kalemie,Amisi 2 Gr Mahila,-5.300001,28.933332,Mazonde,845,0.14
Tanganyika,Kalemie,Amuri Gr Fatuma,-6.693143,29.084946,Musenge,1470,0.33
Tanganyika,Kalemie,Bacheza,-5.988048,28.943703,Lwanika,180,0.29
Tanganyika,Kalemie,Beteli,-5.76672,29.024773,Miketo,162,0.33
Tanganyika,Kalemie,Bibole,-5.965426,28.292595,Kabula,88,0.33
Tanganyika,Kalemie,Bikunyo Gr Kalumbi,-5.878047,28.763624,Mboko,828,0.5
Tanganyika,Kalemie,Bikunyo Gr Kalumbi,-5.875772,28.76357,Mboko,807,0.5
Tanganyika,Kalemie,Bilila Gr Mulolwa,-5.285201,28.6496,Kemena,1237,0.17
Tanganyika,Kalemie,Bimbwi Gr Bena Kunda,-5.8044,29.1997,Muganwa,1161,0.31
Tanganyika,Kalemie,Biokage,-5.149951,28.909664,Byokaba,255,0.57
Tanganyika,Kalemie,Briquet Gr Kalumbi,-5.918275,28.532639,Fulu,1446,0.18
Tanganyika,Kalemie,Buhululu,-5.873818,28.452732,Kyoko,834,0.0
Tanganyika,Kalemie,Bulanda Gr Kasanga Nyemba,-6.111235,28.428947,Ntundula,431,0.4
Tanganyika,Kalemie,Bulato Gr Kasanga Nyemba,-6.364617,28.399391,Simaro,926,0.33
Tanganyika,Kalemie,Bulube,-6.008529,28.845032,,,
Tanganyika,Kalemie,"carré minier ""Afrika"" Gr Kasanga Mtoa",-5.72459,29.23385,Kalenga,1545,0.15
Tanganyika,Kalemie,"carré minier ""Bisokosoko"" Gr Mahila",-5.082764,28.940407,,,
Tanganyika,Kalemie,"carré minier ""Golgota"" Gr Lambokatenga",-5.092598,28.913845,Mudjale,1631,0.15
Tanganyika,Kalemie,"carré minier ""Ka dix milles"" Gr Kalumbi",-5.976929,28.805738,,,
Tanganyika,Kalemie,"carré minier ""Kahaya""",-5.954166,28.845552,,,
Tanganyika,Kalemie,"Carré minier ""Kalusu"" Gr Kasanga Mtoa",-5.711,29.2621,Zongwe 1,45,0.15
Tanganyika,Kalemie,"carré minier ""Kilwe"" Gr Mahila",-5.324275,28.989586,,,
Tanganyika,Kalemie,"carré minier ""Kinyama"" Gr Mahila",-5.364584,29.040611,,,
Tanganyika,Kalemie,"carré minier ""Linzanza"" Gr Lambokatenga",-5.031158,28.866842,Bulongo,1599,0.07
Tanganyika,Kalemie,"carré minier ""Lwela""",-6.129303,28.637985,,,
Tanganyika,Kalemie,"carré minier ""Mahala""",-6.019094,29.10464,Kahite,1191,0.16
Tanganyika,Kalemie,"carré minier ""Mibombo"" Gr Mahila",-5.198123,28.97267,,,
Tanganyika,Kalemie,"carré minier ""Mikamba"" Gr Mahila",-5.094834,28.91593,Mudjale,1923,0.15
Tanganyika,Kalemie,"carré minier ""Munjale"" Gr Mahila",-5.32231,28.963993,,,
Tanganyika,Kalemie,"carré minier ""Musekeyi""",-6.117658,28.617014,,,
Tanganyika,Kalemie,"carré minier ""Musoje""",-5.07586,28.915253,Bendera 1,838,0.36
Tanganyika,Kalemie,"carré minier ""Mwangabunga"" Gr Kasanga Mtoa",-5.635249,29.248547,,,
Tanganyika,Kalemie,"carré minier ""Romain"" Gr Mahila",-5.055616,28.888632,,,
Tanganyika,Kalemie,"carré minier ""Rugumba-Bakari"" Gr Miketo",-5.724672,29.113768,,,
Tanganyika,Kalemie,"carré minier ""Rugumba-Mwenda"" Gr Miketo",-5.747033,29.135256,,,
Tanganyika,Kalemie,"carré minier ""Twasadji"" Gr Lambokatenga",-5.032918,28.870943,,,
Tanganyika,Kalemie,Carré minier Kituku Gr Kasanga Mtoa,-5.645657,29.213594,,,
Tanganyika,Kalemie,Cent Kilos Gr Benze Fief,-6.009511,28.20003,100 Kg,14,0.25
Tanganyika,Kalemie,Chamala Gr Tumbwe fief,-5.778159,29.136135,Tchamaia,1200,0.8
Tanganyika,Kalemie,Confluence Ozio-Nyemba,-6.853815,28.919123,,,
Tanganyika,Kalemie,Crispin Gr Mahila,-5.126894,28.90062,Kahinda,1864,0.29
Tanganyika,Kalemie,Djimbwe,-5.82435,29.12658,Kabuga,1291,0.15
Tanganyika,Kalemie,Efanta Gr Mahila,-5.056951,28.8616,Mahila 3,986,0.29
Tanganyika,Kalemie,Eliya Gr Fatuma,-6.839064,29.155506,Swayo,1973,0.2
Tanganyika,Kalemie,Embuscade Gr Mahila,-5.121854,28.898249,Mukongwa,928,0.35
Tanganyika,Kalemie,Emili Ngombe,-5.764935,29.023293,Miketo,99,0.33
Tanganyika,Kalemie,"Forêt ""Kipori""",-5.687118,29.345375,Rugo,1709,0.12
Tanganyika,Kalemie,Fundi Gr Kalumbi,-5.918435,28.49269,Nghandu,13,0.33
Tanganyika,Kalemie,Fundi Mahila Gr Mahila,-5.322991,28.939,Male Male,557,0.38
Tanganyika,Kalemie,Fundi Swata,-5.91667,28.48333,Nghandu,1066,0.22
Tanganyika,Kalemie,Gerard,-5.937008,29.17853,Regeza,284,0.5
Tanganyika,Kalemie,Germain,-6.063222,28.93227,Mifyondo,1686,0.4
Tanganyika,Kalemie,Gérôme,-6.433032,28.407726,Kinsunkulu,18,0.0
Tanganyika,Kalemie,Gérome Gr Kisunkulu,-6.486211,28.428614,Mandungu,1637,0.14
Tanganyika,Kalemie,Jango ,-5.32012,28.673306,Muganjamwaba,183,0.24
Tanganyika,Kalemie,Juma-Malilo Gr Tumbwe Fief,-5.779861,29.133635,Sango Malumbi,1567,0.5
Tanganyika,Kalemie,Kabambare,-6.0159,29.136343,Tumbwe,1396,0.4
Tanganyika,Kalemie,Kabandwa Gr Kalumbi,-5.931858,29.003847,Deward,1810,0.43
Tanganyika,Kalemie,Kabanga,-5.793537,29.119774,Katala,1658,0.62
Tanganyika,Kalemie,Kabango-Nsenda Gr Tumbwe Fief,-6.035398,29.13217,Kilonge,1888,0.38
Tanganyika,Kalemie,Kabawe Gr Kalumbi,-5.917117,28.59524,Kalumbi,903,0.46
Tanganyika,Kalemie,Kabembe,-5.802045,29.289263,Basombo,936,0.43
Tanganyika,Kalemie,Kabendwe,-5.967,29.00396,Mwaka,1467,0.31
Tanganyika,Kalemie,Kabimba Gr Kasanga Mtoa,-5.563548,29.342905,Malimba,551,0.71
Tanganyika,Kalemie,Kabobo Gr Mahila,-5.116668,29.05,,,
Tanganyika,Kalemie,Kabuga,-5.706837,29.350386,Kamenge,69,0.46
Tanganyika,Kalemie,Kabunga,-6.361731,29.04614,Sinando,574,0.29
Tanganyika,Kalemie,Kabutonga Gr Kasanga Mtoa,-5.747633,29.337282,Kabubili,1207,0.47
Tanganyika,Kalemie,Kabyola Gr Kasanga Nyemba,-6.142923,28.423702,Katembwa,436,0.53
Tanganyika,Kalemie,Kagoba Gr Miketo,-5.81849,29.007446,Kisimba,150,0.46
Tanganyika,Kalemie,Kagulubyungu Gr Mugonda,-5.803217,28.548649,Mukaya,751,0.33
Tanganyika,Kalemie,Kagunda,-5.516235,28.716473,Kasangala,763,0.5
Tanganyika,Kalemie,Kahaya Gr Kalumbi,-6.074259,28.572971,,,
Tanganyika,Kalemie,Kahengele,-5.550001,29.35,Kangubili 1,1636,0.5
Tanganyika,Kalemie,Kahompwa,-5.764451,28.312145,Kandayi,1488,0.4
Tanganyika,Kalemie,Kahondwa,-5.946574,28.216793,Muunga Pont,965,0.32
Tanganyika,Kalemie,Kaimba Gr Kasanga Nyemba,-6.125845,28.424206,Tundwa,941,0.17
Tanganyika,Kalemie,Kajia Gr Lambokatenga,-5.054315,28.829231,,,
Tanganyika,Kalemie,Kake Gr Kalumbi,-5.950996,28.915714,Kimbije,318,0.36
Tanganyika,Kalemie,Kakonda,-5.833334,28.7,,,
Tanganyika,Kalemie,Kakonda Gr Kinsukulu,-6.502926,28.966278,Mpangu,963,0.31
Tanganyika,Kalemie,Kakoze I,-5.643184,29.214443,,,
Tanganyika,Kalemie,Kakulu Gr Kasanga Nyemba,-6.28087,28.42195,,,
Tanganyika,Kalemie,Kalabya,-6.500512,28.384562,,,
Tanganyika,Kalemie,Kalamba,-6.0586,29.1984,Kalembe,642,0.71
Tanganyika,Kalemie,Kalambo Gr Fatuma,-6.793458,29.133898,Mloko,62,0.33
Tanganyika,Kalemie,Kalemie,-5.947101,29.1792,Kiyambi,1346,0.57
Tanganyika,Kalemie,Kalemie,-5.951201,29.194498,Kamaimba,1418,0.53
Tanganyika,Kalemie,Kalemie,-5.945001,29.1948,Kalomboy,1484,0.53
Tanganyika,Kalemie,Kalemie,-5.8882,29.2209,Kahite,1336,0.46
Tanganyika,Kalemie,Kalemie,-5.9068,29.181,Kalumbi,1399,0.71
Tanganyika,Kalemie,Kalemie,-5.8896,29.2306,Kahinda,203,0.43
Tanganyika,Kalemie,Kalemie,-5.891,29.2172,Kalenge 1,1930,0.62
Tanganyika,Kalemie,Kalemie,-5.888001,29.2117,Kalenge 1,1254,0.62
Tanganyika,Kalemie,Kalemie,-5.8907,29.1822,Kalenge 2,1766,0.62
Tanganyika,Kalemie,Kalemie,-5.9543,29.1971,Kamaimba,1215,0.53
Tanganyika,Kalemie,Kalemie,-5.95823,29.197,Kamaimba,870,0.53
Tanganyika,Kalemie,Kalemie,-5.9398,29.1942,Kalomboy,966,0.53
Tanganyika,Kalemie,Kalemie,-5.947401,29.1803,Kiyambi,1413,0.57
Tanganyika,Kalemie,Kalemie,-5.895501,29.2211,Kahite,1234,0.46
Tanganyika,Kalemie,Kalemie,-5.943201,29.1757,Kiyambi,872,0.57
Tanganyika,Kalemie,Kalemie,-5.937008,29.17853,Kaseke,1824,0.62
Tanganyika,Kalemie,Kalemie,-5.938601,29.1754,Kaseke,1994,0.62
Tanganyika,Kalemie,Kalemie,-5.948801,29.1778,Kiyambi,1504,0.57
Tanganyika,Kalemie,Kalemie,-5.947101,29.1883,Kiyambi,1870,0.57
Tanganyika,Kalemie,Kalemie,-5.880401,29.225,Kahinda,1034,0.43
Tanganyika,Kalemie,Kalemie,-5.859201,29.2354,Kilumba Lumba,1786,0.4
Tanganyika,Kalemie,Kalemie,-5.876501,29.2154,Kalenge 1,1916,0.62
Tanganyika,Kalemie,Kalemie,-5.890601,29.2067,Kalenge 1,876,0.62
Tanganyika,Kalemie,Kalombolwa Gr Benze Fief,-5.882185,28.200195,,,
Tanganyika,Kalemie,Kalonda Belwa,-6.322403,28.403992,,,
Tanganyika,Kalemie,Kalonda II,-5.043451,28.929613,Bendera 3,1414,0.42
Tanganyika,Kalemie,Kamalenge Gr Tumbwe fie,-5.978031,29.12476,Kawama,712,0.53
Tanganyika,Kalemie,Kamatete,-5.990768,28.437204,,,
Tanganyika,Kalemie,Kambishi Gr Lambokilla,-5.192878,28.596195,,,
Tanganyika,Kalemie,Kambu Gr Fatuma,-6.903153,29.119547,Mupaka,51,0.36
Tanganyika,Kalemie,Kamibanga,-6.5,29.366667,,,
Tanganyika,Kalemie,Kampunda Gr Miketo,-5.7,29.083332,Katanga,1115,0.53
Tanganyika,Kalemie,Kanambe Gr Mahila,-5.161685,28.902948,Byokaba,1750,0.43
Tanganyika,Kalemie,Kandje Gr Kasanga Mtoa,-5.438737,29.135206,,,
Tanganyika,Kalemie,Kankamana,-5.166667,28.583332,Lungalunga,1649,0.32
Tanganyika,Kalemie,Kankulwe,-5.892396,28.607603,,,
Tanganyika,Kalemie,Kansemene,-6.757566,28.89758,,,
Tanganyika,Kalemie,Kanyuki Gr Rutuku,-6.312027,29.355371,Kyaye,946,0.5
Tanganyika,Kalemie,Kanzanzwe Gr Kinsukulu,-6.498693,28.970675,Mpangu,1630,0.27
Tanganyika,Kalemie,Kapizo,-6.887953,29.12782,Mupaka,1954,0.33
Tanganyika,Kalemie,Karingu Gr Fatuma,-6.761901,29.119923,Kapizo,731,0.46
Tanganyika,Kalemie,Kasala Nyamba Gr Mugonda,-5.770807,28.60183,Muyombo,81,0.3
Tanganyika,Kalemie,Kasama Gr Tumbwe Fief,-6.00138,29.184492,Kasubuy,1822,0.46
Tanganyika,Kalemie,Kasangala Gr Lambokatenga,-5.140202,28.599436,,,
