province,territoire,village_chdc,latitude,longitude,meilleur_candidat_grid3,distance_m,similarite
Ituri,Aru,Abarama Gr Lagbo v,3.310444,30.560707,Bangilo,1474,0.29
Ituri,Aru,Abiridrio Gr Ofika,2.935286,30.68545,,,
Ituri,Aru,Abiziku Gr Rumu,3.429101,30.850355,Nyori,1929,0.17
Ituri,Aru,Abuguze Gr Rumu,3.61256,30.718742,Nyeite,1535,0.15
Ituri,Aru,Adhule Gr Oli,3.166579,30.72041,Lamila,1531,0.33
Ituri,Aru,Adibani Gr Rumu,3.437066,30.83139,Rikazu,136,0.15
Ituri,Aru,Adibu Gr Popo,3.188743,30.491426,Adhriko,1114,0.5
Ituri,Aru,Adja Gr Adja,2.907577,30.204563,Bhaseko,1586,0.18
Ituri,Aru,Adomi Gr Oli,3.2,30.516666,Morodo,1942,0.36
Ituri,Aru,Adranga Gr Djamba,2.90161,30.44625,Payinga,1496,0.57
Ituri,Aru,Adravu Gr Nyatsa Odru,2.802521,30.751265,Dradeni,401,0.46
Ituri,Aru,Adumi Gr Adumi,3.307436,30.809595,Ligo,1602,0.22
Ituri,Aru,Aga Gr Amaguna,3.032358,30.7523,Alio,1594,0.29
Ituri,Aru,Agani Gr Kumuru,3.34464,30.784733,Pisa,1971,0.22
Ituri,Aru,Agoroba Gr Rumu,3.581929,30.7765,Nyagoro,668,0.71
Ituri,Aru,Agura Gr Rumu,3.498682,30.78052,Azangani,1919,0.46
Ituri,Aru,Akaba Gr Ombi Anzi,2.985435,30.634981,Arikari,1141,0.5
Ituri,Aru,Alabhua Gr Araba,2.902896,30.834772,Ambala,560,0.46
Ituri,Aru,Alio Gr Atekule,2.07902,30.87903,Ngbavi,1314,0.4
Ituri,Aru,Alivu Gr Apinaka,2.912223,30.578054,Andruvu,1348,0.5
Ituri,Aru,Amaguna Gr Ofika,2.866669,30.85,Maligbanga,1206,0.59
Ituri,Aru,Amatre Gr Nyatsa-Odru,2.82731,30.763445,Buranga 1,1871,0.27
Ituri,Aru,Ambarau Gr Jurupani,2.997384,30.782421,Ewadri,1031,0.31
Ituri,Aru,Ambimaro Gr Pop,3.304584,30.59439,,,
Ituri,Aru,Amboto Gr Panduru,2.84693,30.794334,Bileko,895,0.33
Ituri,Aru,Ameri Gr Nyata Odru,2.713889,30.654167,Adaru,1014,0.4
Ituri,Aru,Ameri Gr Nyata Odru,2.723136,30.654867,Adaru,364,0.4
Ituri,Aru,Andevu Gr Ovisoma,3.127553,30.656755,Danya,291,0.36
Ituri,Aru,Angiria Gr Nderi,3.103749,30.6724,Adomi Mite,697,0.35
Ituri,Aru,Anyara Gr Lolo,3.133332,30.683334,Onya 1 2,1328,0.43
Ituri,Aru,Anyoro Coll Aluru Gr Odru,2.945795,30.583237,Anyoro Ndua,1106,0.57
Ituri,Aru,Anyu Gr Pabir,3.104352,30.755283,Nderi 2,1804,0.18
Ituri,Aru,Anzikini Gr Inzi,3.46988,30.6592,Azingini,1110,0.75
Ituri,Aru,Apetiko Gr Rumu,3.511749,30.771723,Leiko,1866,0.67
Ituri,Aru,Apinaka Gr Apinaka,2.9175,30.5693,Mbaraka,1377,0.57
Ituri,Aru,Apodo Gr Auko,2.816666,30.683334,Alionga,440,0.33
Ituri,Aru,Araka Gr Nyata Odru,2.7,30.616667,Okala,1645,0.4
Ituri,Aru,Arba Gr Rumu,3.635471,30.782242,Ranyaka,1233,0.36
Ituri,Aru,Arie Gr Rumu,3.439429,30.7694,Drimu,876,0.44
Ituri,Aru,Ariko Gr Nderi,3.118305,30.77086,Ovisoni,273,0.33
Ituri,Aru,Arile Gr Rumu,3.56996,30.684965,Liga,1330,0.22
Ituri,Aru,Ariwara Gr Angilia,3.138509,30.69076,Erivo,813,0.33
Ituri,Aru,Ariwara Gr Angilia,3.11554,30.70152,Andia,108,0.5
Ituri,Aru,Ariwara Gr Angilia,3.147789,30.71025,Angarakali,293,0.47
Ituri,Aru,Ariwara Gr Angilia,3.14587,30.705135,Angarakali,782,0.47
Ituri,Aru,Ariwara Gr Angilia,3.153273,30.702362,Angarakali,1358,0.47
Ituri,Aru,Ariwara Gr Angilia,3.135675,30.702726,Angarakali,1555,0.47
Ituri,Aru,Ariwara Gr Angilia,3.136555,30.699472,Angarakali,1758,0.47
Ituri,Aru,Ariwara Gr Angilia,3.13745,30.688822,Ayiko,734,0.33
Ituri,Aru,Ariwara Gr Angilia,3.125407,30.697657,Andia,1076,0.5
Ituri,Aru,Ariwara Gr Angilia,3.13694,30.70149,Angarakali,1556,0.47
Ituri,Aru,Ariwara Gr Angilia,3.109986,30.710688,Andia,1293,0.5
Ituri,Aru,Ariwara Gr Angilia,3.142549,30.69913,Angarakali,1499,0.47
Ituri,Aru,Ariwara Gr Angilia,3.146809,30.700455,Angarakali,1305,0.47
Ituri,Aru,Ariwara Gr Angilia,3.1268,30.69931,Andia,1182,0.5
Ituri,Aru,Ariwara Gr Angilia,3.126004,30.701143,Andia,1080,0.5
Ituri,Aru,Ariwara Gr Angilia,3.122446,30.695837,Andia,886,0.5
Ituri,Aru,Ariwara Gr Angilia,3.123919,30.68606,Andia,1853,0.5
Ituri,Aru,Ariwara Gr Angilia,3.120929,30.6926,Andia,1056,0.5
Ituri,Aru,Ariwara Gr Angilia,3.133609,30.696186,Andia,1995,0.5
Ituri,Aru,Ariwara Gr Angilia,3.124443,30.69181,Andia,1357,0.5
Ituri,Aru,Ariwara Gr Angilia,3.137039,30.69741,Angarakali,1918,0.47
Ituri,Aru,Aru,2.86192,30.81575,Rumu,1483,0.57
Ituri,Aru,Aru,2.861079,30.83331,Rumu,540,0.57
Ituri,Aru,Aru,2.843384,30.831604,Rumu,1786,0.57
Ituri,Aru,Aru,2.847984,30.841076,Rumu,1847,0.57
Ituri,Aru,Aru,2.860857,30.84601,Rumu,1918,0.57
Ituri,Aru,Aru,2.861471,30.839413,Rumu,1203,0.57
Ituri,Aru,Aru,2.872992,30.846312,Ayivu,1890,0.5
Ituri,Aru,Aru,2.876091,30.851795,Ayivu,1983,0.5
Ituri,Aru,Aru,2.867829,30.862032,Ayivu,1260,0.5
Ituri,Aru,Aru,2.857284,30.856344,Zavu,1855,0.57
Ituri,Aru,Aru,2.869456,30.850618,Ayivu,1317,0.5
Ituri,Aru,Aru,2.87465,30.825485,Rumu,1757,0.57
Ituri,Aru,Aru,2.867008,30.817787,Rumu,1501,0.57
Ituri,Aru,Aru,2.863056,30.824059,Rumu,680,0.57
Ituri,Aru,Aru,2.879965,30.834835,Okabia,884,0.22
Ituri,Aru,Aru,2.869998,30.833624,Rumu,1313,0.57
Ituri,Aru,Aru,2.850873,30.829418,Rumu,929,0.57
Ituri,Aru,Aru,2.86027,30.829536,Rumu,142,0.57
Ituri,Aru,Aru,2.840519,30.83374,Atekule,1742,0.4
Ituri,Aru,Aru,2.84711,30.84046,Rumu,1866,0.57
Ituri,Aru,Aru,2.867189,30.86103,Ayivu,1138,0.5
Ituri,Aru,Aru,2.845979,30.82083,Rumu,1718,0.57
Ituri,Aru,Aru,2.868829,30.81116,Lopa,220,0.29
Ituri,Aru,Aru,2.865789,30.82664,Rumu,771,0.57
Ituri,Aru,Aru,2.87051,30.83157,Rumu,1293,0.57
Ituri,Aru,Aru,2.87069,30.83798,Rumu,1632,0.57
Ituri,Aru,Aru,2.859819,30.83201,Rumu,361,0.57
Ituri,Aru,Arumva Gr Rumu,3.31887,30.857,Adupi,779,0.36
Ituri,Aru,Asada Gr Obitabo,2.466033,30.29992,,,
Ituri,Aru,Aubha Gr Popo,3.110601,30.650087,Adomi Mitsu,1897,0.25
Ituri,Aru,Aufala Gr Edyonga,2.917635,30.549164,Mbaraka,1051,0.46
Ituri,Aru,Aupe Gr Rumu,3.577184,30.782726,Nyagoro,205,0.18
Ituri,Aru,Awufala Gr Edyonga,2.906384,30.507772,Oliri,1258,0.17
Ituri,Aru,Awupe Gr Rumu,3.555926,30.855457,Poziri,855,0.18
Ituri,Aru,Ayida Gr Adja,2.406126,30.322792,Tapa,1606,0.44
Ituri,Aru,Ayiforo Gr Agey,3.203963,30.78803,Kuno,788,0.18
Ituri,Aru,Ayiko Anyu Gr Nderi Ali,3.17,30.797,Ayiko,1184,0.67
Ituri,Aru,Ayiko Gr Ofika,2.84984,30.632893,Arilepi Mongoyi,1419,0.3
Ituri,Aru,Ayile Gr Atsinia,2.810482,30.827497,Anyabolo,831,0.46
Ituri,Aru,Ayilia Gr Odraa,3.073777,30.626194,,,
Ituri,Aru,Azu Kengezi Gr Rumu,3.568007,30.798443,Kendrio,1395,0.44
Ituri,Aru,Azumba Gr Auko,2.74336,30.550264,Ombaa,1757,0.55
Ituri,Aru,Basue Gr Rumu,3.516666,30.749592,Agoroba,1588,0.33
Ituri,Aru,Bazue Gr Rumu,3.537484,30.71152,Aga,1534,0.25
Ituri,Aru,Bhiyo Gr Inzi,3.410063,30.867783,Nyori,1229,0.4
Ituri,Aru,Biringi Gr Biringi,2.817135,30.356106,Bloc C,1106,0.15
Ituri,Aru,Boli Gr Rungu,2.885179,30.1591,Kule,409,0.25
Ituri,Aru,Bolo Gr Araba,2.270499,30.484917,Loba,21,0.5
Ituri,Aru,Bongilio Gr Popo,3.182909,30.717058,Onibha,1878,0.43
Ituri,Aru,Burangha Gr Nyatsa Odru,2.826585,30.76221,Olibha,1184,0.43
Ituri,Aru,Buta Gr Panduru,2.851999,30.8086,Tsutsu Ama,1609,0.43
Ituri,Aru,Carré minier  V12 Gr Obitabo,2.4625,30.309849,,,
Ituri,Aru,carré minier Girapolo Gr Kandoy,2.512824,30.338514,Mekulu,849,0.15
Ituri,Aru,Dema Gr Kandoy,3.107815,30.774483,Nderi 2,733,0.36
Ituri,Aru,Dhoya Gr Dhoya,3.09388,30.445042,,,
Ituri,Aru,Dibwa Gr Ofaka,2.791666,30.637028,Ombanzara,411,0.29
Ituri,Aru,Didimadi Gr Katsa,3.54765,30.5307,Ombatsi,899,0.13
Ituri,Aru,Dirinva Gr Apinaka,2.917476,30.569326,Eriku,884,0.33
Ituri,Aru,Djamba Gr Djamba,2.912636,30.47666,Eyanga,1531,0.33
Ituri,Aru,Djebel Gabhu Gr Rumu,3.51077,30.706282,Rodo,1280,0.12
Ituri,Aru,Drisso Gr Drisso,3.406929,30.853409,Robu,437,0.4
Ituri,Aru,Dubai Gr Drisso,3.420511,30.815186,Bori,1549,0.44
Ituri,Aru,Dubhua Gr Adja,2.402699,30.324,Tapa,1604,0.2
Ituri,Aru,Dulawate Gr Rumu,3.4749,30.7737,LikilingA,1665,0.24
Ituri,Aru,EfaKe Gr Katsa,3.443835,30.814083,Moze Kinya,1535,0.27
Ituri,Aru,Ekereyi Gr Biringi,2.753575,30.315727,Essego,2,0.31
Ituri,Aru,Eleke Gr Rungu,2.919236,30.291977,Rokosi,1698,0.18
Ituri,Aru,Epiyo Gr Apinaka,2.93349,30.56856,Eriku,1184,0.4
Ituri,Aru,Erebhua Gr Araba,2.940721,30.831333,Opebhaku,1717,0.53
Ituri,Aru,Eru Gr Eru,2.847098,30.794737,Eliku,50,0.5
Ituri,Aru,Esibi Gr Ombi Anzi,2.945804,30.640713,Essebi,592,0.73
Ituri,Aru,Essoko Gr Kikia,3.111999,30.784,Ovisoni,1578,0.31
Ituri,Aru,Gaki Gr Drisso,3.46949,30.9062,Padruku,1902,0.36
Ituri,Aru,Gando Gr Biringi,2.847999,30.364943,,,
Ituri,Aru,Gbalia Siita Gr Popo,3.175899,30.521,Morodo,1009,0.0
Ituri,Aru,Gbula Gr Inzi,3.543723,30.611841,Dogo,637,0.22
Ituri,Aru,Giyawa Gr Rumu,3.507646,30.72508,Duku,1742,0.0
Ituri,Aru,Gole Gr Rumu,3.657756,30.776352,Ranyaka,1411,0.0
Ituri,Aru,Gombe Gr Rumu,3.288304,30.815601,Gombo,1513,0.8
Ituri,Aru,Gombu Gr Rogale,3.270065,30.535433,Zetri,1613,0.0
Ituri,Aru,Ingbokolo Gr Kumuru,3.39279,30.766623,Pokodro,742,0.5
Ituri,Aru,Ingbokolo Gr Kumuru,3.394293,30.766718,Pokodro,853,0.5
Ituri,Aru,Ingbokolo Gr Kumuru,3.405529,30.75813,Lotio,1052,0.29
Ituri,Aru,Ingbokolo Gr Kumuru,3.402833,30.761066,Pokodro,1987,0.5
Ituri,Aru,Ingbokolo Gr Kumuru,3.408547,30.759615,Lotio,1420,0.29
Ituri,Aru,Ingbokolo Gr Kumuru,3.3956,30.76377,Pokodro,1186,0.5
Ituri,Aru,Ingbokolo Gr Kumuru,3.396551,30.764656,Pokodro,1193,0.5
Ituri,Aru,Ingbokolo Gr Kumuru,3.390403,30.773108,Pokodro,265,0.5
Ituri,Aru,Ingbokolo Gr Kumuru,3.391632,30.761248,Pokodro,1214,0.5
Ituri,Aru,Ingbokolo Gr Kumuru,3.396219,30.76608,Pokodro,1065,0.5
Ituri,Aru,Ingbokolo Gr Kumuru,3.395329,30.77252,Pokodro,769,0.5
Ituri,Aru,Ingbokolo Gr Kumuru,3.395507,30.770065,Pokodro,804,0.5
Ituri,Aru,Ingbokolo Gr Kumuru,3.39299,30.771723,Pokodro,503,0.5
Ituri,Aru,Ingbokolo Gr Kumuru,3.402998,30.769396,Pokodro,1637,0.5
Ituri,Aru,Ingbokolo Gr Kumuru,3.399746,30.774618,Pokodro,1295,0.5
Ituri,Aru,Ingbokolo Gr Kumuru,3.398137,30.762299,Pokodro,1500,0.5
Ituri,Aru,Ingbokolo Gr Kumuru,3.40259,30.76408,Pokodro,1785,0.5
Ituri,Aru,Ingbokolo Gr Kumuru,3.399518,30.764162,Pokodro,1488,0.5
Ituri,Aru,Ingbokolo Gr Kumuru,3.40176,30.77122,Pokodro,1480,0.5
Ituri,Aru,Ingbokolo Gr Kumuru,3.40135,30.74933,Lotio,901,0.29
Ituri,Aru,Ingbokolo Gr Kumuru,3.399821,30.759739,Pokodro,1834,0.5
Ituri,Aru,Ingbokolo Gr Kumuru,3.405199,30.752783,Lotio,1034,0.29
Ituri,Aru,Ingbokolo Gr Kumuru,3.385447,30.775282,Pokodro,519,0.5
Ituri,Aru,Ingbokolo Muke Gr Katsa,3.5322,30.587385,Ayiru,317,0.21
Ituri,Aru,Inviriva Gr Katsa,3.593924,30.580605,Katsa,1629,0.15
Ituri,Aru,Inviriva Gr Katsa,3.595944,30.579447,Katsa,1857,0.15
Ituri,Aru,Inviriva Gr Katsa,3.602015,30.58335,,,
Ituri,Aru,Inzi Gr Inzi,3.452873,30.85804,Gombe,1005,0.0
Ituri,Aru,Ivu Gr Djurupani,2.96353,30.76755,Garia,1982,0.25
Ituri,Aru,Iyivu Gr Araba,2.912219,30.7838,Ebirikadu,1402,0.43
Ituri,Aru,Izi Gr Kandoy,2.530652,30.380995,Nzinza,18,0.44
Ituri,Aru,Izobalo Gr Drisso,3.400428,30.823318,Monobu,423,0.31
Ituri,Aru,Jebel Gabhu Gr Rumu,3.649111,30.766611,Ranyaka,1204,0.11
Ituri,Aru,Kalia Gr Panduru,2.859062,30.793406,Ekaka,1747,0.6
Ituri,Aru,Kaliga Gr Rumu,3.5418,30.829,Pakayo,905,0.33
Ituri,Aru,Kamagolo Gr Bakpulu,1.37343,29.64526,Balimani,1615,0.38
Ituri,Aru,Kamaka Gr Apaa,3.200217,30.709255,Apaa,1371,0.6
Ituri,Aru,Kameru II Gr Katsa,3.51686,30.603,Kameru,1511,0.8
Ituri,Aru,Karagba Gr Rumu,3.574934,30.623514,,,
Ituri,Aru,Karanyanya Gr Inzi,3.548736,30.625204,Dogo,1966,0.0
Ituri,Aru,Kata Gr Kandoy v,2.708172,30.36769,Turumu 1,43,0.17
Ituri,Aru,Katsa Gr Katsa,3.539629,30.5749,Ugari,1162,0.2
Ituri,Aru,Kendri Gr Popo,3.380178,30.465136,Nyandura,1560,0.43
Ituri,Aru,Kendrio Gr Rumu,3.489608,30.818737,Drimu Indrikwa,107,0.38
Ituri,Aru,Kengezi Base Gr Rumu,3.564361,30.799833,Kendrio,1151,0.42
Ituri,Aru,Kengezi Gr Rumu,3.508234,30.790983,Godhu,1244,0.17
Ituri,Aru,Kerekere  Gr Auko,2.700364,30.545858,Yergo,1717,0.31
Ituri,Aru,Keri Gr Rumu,3.498542,30.904537,Pundra,677,0.2
Ituri,Aru,Kerikona Gr Rumu,3.536554,30.820528,Kuzumbiri,1487,0.35
Ituri,Aru,Kidjoro Gr Nderi Ali,3.105333,30.7725,Ovisoni,1654,0.29
Ituri,Aru,Kijoro Gr Nderi,3.0861,30.7555,Ombayi,1885,0.17
Ituri,Aru,Kilife  Gr Katsa,3.512653,30.578531,Iri,1673,0.44
Ituri,Aru,Kimba Gr Rumu,3.521667,30.78928,Rumu Centre,1433,0.22
Ituri,Aru,Kisu I Gr Obitabo,2.44279,30.2217,Kissu 1,1267,0.77
Ituri,Aru,Kobo Gr Inzi ,3.414973,30.601685,Umbuluka,678,0.17
Ituri,Aru,Kolodo 1 Gr Djamba,2.902858,30.41602,Oro Omi,1492,0.4
Ituri,Aru,Kolodo II Gr Djamba,2.884417,30.453667,Olenvagari,1748,0.32
Ituri,Aru,Koobho Gr Inzi,3.42518,30.618465,Pologota,1235,0.43
Ituri,Aru,Kopango Gr Auko,2.406133,30.3228,Tapa,1608,0.36
Ituri,Aru,Kumuru Gr Kumuru,3.36715,30.77496,Nyatru,500,0.33
Ituri,Aru,Kupera Gr Inzi,3.394284,30.662445,Alumape,1636,0.46
Ituri,Aru,Labho Gr Labho,3.260256,30.56873,Laybo,882,0.8
Ituri,Aru,Leiko Uriga Gr Drisso,3.476994,30.905216,Padruku,1194,0.22
Ituri,Aru,Leinya Gr Rumu,3.50967,30.847395,Lokora,1496,0.33
Ituri,Aru,Leka Gr Rungu,2.921962,30.2176,Sedri,125,0.22
Ituri,Aru,Liga Gr Rumu,3.519769,30.794369,Nyori Igirako,1866,0.35
Ituri,Aru,Liku Gr Rumu,3.456634,30.910494,Bobiri,947,0.2
Ituri,Aru,Lirungha Gr Drisso,3.370583,30.90675,Leiko,487,0.31
Ituri,Aru,Lisoka Gr Drisso,3.43142,30.8884,Morodu,1403,0.17
Ituri,Aru,Lokoro Gr Odra,3.131815,30.64402,Danya,1241,0.0
Ituri,Aru,Loli Gr Adumi,3.575599,30.6318,,,
Ituri,Aru,Loliga Gr Inzi,3.462153,30.617271,Nyori Koloa,1533,0.35
Ituri,Aru,Loligo Gr Inzi,3.390485,30.836754,Roondra,404,0.31
Ituri,Aru,Lombe Gr Rumu,3.441112,30.86665,,,
Ituri,Aru,Lugbara Gr Obitabho,2.523497,30.314598,Angakezi,1287,0.27
Ituri,Aru,Luku Gr Popo,3.333333,30.55,Odrali,1096,0.2
Ituri,Aru,Lundi Gr Inzi,3.418003,30.82608,WuringA,136,0.33
Ituri,Aru,Lundranya Gr Kumuru,3.423717,30.794016,Lezu,1337,0.31
Ituri,Aru,Lunguma Gr Inzi,3.544291,30.613455,Dogo,749,0.18
Ituri,Aru,Lunguma Gr Ruma,3.446832,30.75725,Ingbangbe,219,0.38
Ituri,Aru,Madhikini Gr Drisso,3.467184,30.914394,Apayo,847,0.14
Ituri,Aru,Malaba Gr Abedju,3.415091,30.913168,Godria,1360,0.17
Ituri,Aru,Manga Saba Gr Jurupani,2.998235,30.798246,Ofaka,1413,0.27
Ituri,Aru,Matale Gr Rumu,3.646747,30.780346,Ranyaka,448,0.31
Ituri,Aru,Matru Gr Kumuru,3.444441,30.83021,Rikazu,861,0.36
Ituri,Aru,Mbese Gr Kandoy,2.545933,30.42377,Kepira,1610,0.18
Ituri,Aru,Mengo Gr Biringi,2.896919,30.39243,Olipi,141,0.2
Ituri,Aru,Metale Gr Agoroba,3.487066,30.83347,Rendra,1134,0.33
Ituri,Aru,Midhu Gr Inzi,3.47128,30.6904,Matru,1434,0.4
Ituri,Aru,Milara Gr Rumu,3.574686,30.72617,,,
Ituri,Aru,Miri Gr Rumu,3.461399,30.71272,Drora,1066,0.22
Ituri,Aru,Miriva Gr Popo,3.526406,30.801006,Yeli,1080,0.2
Ituri,Aru,Modu Gr Inzi,3.465873,30.61156,Modu Robu,1100,0.62
Ituri,Aru,Morebongho Gr Katsa,3.518814,30.576462,Kameru,1717,0.25
Ituri,Aru,Morodu Gr Drisso,3.468223,30.898966,Jobu,986,0.4
Ituri,Aru,Moze Gr Kumuru,3.417176,30.836779,Robu,1877,0.25
Ituri,Aru,Nderi Gr Nderi Ali,3.118305,30.77086,Nderi 2,1814,0.83
Ituri,Aru,Nduzi Gr Biringi,2.830113,30.320118,,,
Ituri,Aru,Ngazi Gr Bukiringi,2.737557,30.358212,Mutubi,1652,0.18
Ituri,Aru,Ngelingeli Gr Atekule,2.80252,30.72126,Onibha,1585,0.25
Ituri,Aru,Ngile Gr Kandoi,2.509938,30.330849,Kongomao,1329,0.31
Ituri,Aru,Ngota Gr Biringi,2.7511,30.3264,Essego,1219,0.36
Ituri,Aru,Nikazu Gr Inzi,3.349999,30.63333,Mingoro,1242,0.15
Ituri,Aru,Nono Gr Amaguna,3.00638,30.6916,Nono Ayia,1941,0.62
Ituri,Aru,Nono Gr Apa,3.175625,30.714308,,,
Ituri,Aru,Nyaguma Gr Wala,3.032907,30.616428,Munyele Bura,614,0.32
Ituri,Aru,Nyai Gr Apaa,3.193219,30.7,Apaa,351,0.25
Ituri,Aru,Nyai Kengezi Gr Rumu,3.503806,30.7855,Nyori Igirako,1048,0.4
Ituri,Aru,Nyai Kurere Gr Adumi,3.418796,30.744179,Kidyari,237,0.33
Ituri,Aru,Nyaipokula Gr Inzi,3.675796,30.774649,,,
Ituri,Aru,Nyamiliki Gr Adumi,3.210263,30.709894,,,
Ituri,Aru,Nyamurukudi Gr Kumuru,3.419137,30.800217,Marikulu,1297,0.42
Ituri,Aru,Nyangbara Gr Rumu,3.55117,30.83009,Pamuna,1738,0.27
Ituri,Aru,Nyanzaka Gr Popo,3.156199,30.383398,Biva,1086,0.17
Ituri,Aru,Nyatsa GR Nyatsa Odru,2.815099,30.758314,Ongoyi,1810,0.33
Ituri,Aru,Nyeite Gr Rumu,3.573652,30.717916,,,
Ituri,Aru,Nyori Gr Kumuru,3.46756,30.7517,Giawa,1176,0.2
Ituri,Aru,Nyoro Gr Alivu-Nyoro,3.1552,30.7518,Nono,1946,0.67
Ituri,Aru,Nzinzi Gr Popo,3.1133,30.25779,,,
Ituri,Aru,Odhumoni Gr Drisso,3.408526,30.923735,Godria,910,0.43
Ituri,Aru,Odjipako Gr Kuku,3.066666,30.7,Anyara Onveka,1568,0.19
Ituri,Aru,Odramachako Gr Nderi,3.119579,30.771929,Kidjoro,1996,0.33
Ituri,Aru,Odranyiri Gr Ofika,2.93947,30.7654,Ondolea,1425,0.38
Ituri,Aru,Odukulu Gr Rumu,3.594235,30.62055,,,
Ituri,Aru,Odumini Gr Drisso,3.399999,30.933332,Isoko,396,0.17
Ituri,Aru,Ofa Gr Eru,2.849961,30.86952,Zavu,1050,0.29
Ituri,Aru,Ofika Gr Azumba,2.862791,30.403028,Azao Assa,737,0.29
Ituri,Aru,Ofoo Gr Eru,2.861229,30.886118,Ondoko,601,0.6
Ituri,Aru,Ojipala Gr Eru,2.765978,30.687622,Mandulu 1,462,0.25
Ituri,Aru,Okaa Gr Katsa,3.43557,30.7694,Pizale,1719,0.2
Ituri,Aru,Okaba Gr Rumu,3.5301,30.7223,,,
Ituri,Aru,Okabi Gr Katsa,3.554708,30.61579,Dogo,1217,0.22
Ituri,Aru,Okey Gr Biringi,2.76338,30.3793,,,
Ituri,Aru,Olobho Gr Obitabo,2.479882,30.270391,Assada,1992,0.0
Ituri,Aru,Oluma Gr Auko,2.77716,30.515295,Azumba,1490,0.55
Ituri,Aru,Oluwa Gr Araba,2.85944,30.82417,Lopa,1872,0.44
Ituri,Aru,Ombatsi Gr Apinaka,2.853,30.812,Ngu Otse,1994,0.4
Ituri,Aru,Ombayi Gr Lolo,3.088957,30.750397,,,
Ituri,Aru,Ombokoro Gr Abedju,3.40581,30.917665,Isoko,1567,0.46
Ituri,Aru,Ondaku Gr Katsa,3.621006,30.731085,Nyeite,518,0.17
Ituri,Aru,Ongofa Gr Katsa,3.534209,30.506298,Gando,1542,0.18
Ituri,Aru,Onyi Gr Panduru,2.842758,30.770962,Ovisoni,1918,0.55
Ituri,Aru,Onzari Gr Popo,3.527687,30.455309,Likpu,1384,0.18
Ituri,Aru,Ori Gr Ovisoma v,3.283205,30.680248,Djerika,1652,0.4
Ituri,Aru,Oria Gr Ovisoma,3.176763,30.40546,,,
Ituri,Aru,Oriva Gr Katsa,3.216667,30.566668,Odraa,514,0.6
Ituri,Aru,Orivu Gr Nyatsa Odru,2.82848,30.7387,Ovua,1332,0.67
Ituri,Aru,Oronzi Gr Tereme,2.860368,30.74525,Anzu,159,0.4
Ituri,Aru,Osi Gr Atekule,2.766666,30.8,Ezoo,751,0.29
Ituri,Aru,Oui Gr Odraa,3.04885,30.603588,Gobiri,233,0.44
Ituri,Aru,Ovua Gr Ofika,3.001755,30.735592,Gila,1622,0.25
Ituri,Aru,Ozu Gr Adja,2.814842,30.52191,Odruvu,1866,0.44
Ituri,Aru,Pamuna Gr Rumu,3.427609,30.788757,Drimu,1841,0.36
Ituri,Aru,Panduru Gr Panduru,2.876529,30.783567,Yavu,771,0.36
Ituri,Aru,Paniki Gr Apinaka,2.933332,30.55,Onika Ovisoni,1274,0.42
Ituri,Aru,Pedele Gr Eru,2.773993,30.843496,Edidulu,218,0.46
Ituri,Aru,Pont Ovoa Gr Amaguna,3.00334,30.74758,Yevo,1473,0.31
Ituri,Aru,Rau Gr Adja,3.032604,30.529285,Awuko,746,0.5
Ituri,Aru,Rawu Gr Jurupani,3.078193,30.75875,Nyori,1142,0.22
Ituri,Aru,Robu Gr Rumu,3.478082,30.72661,Kaza,932,0.0
Ituri,Aru,Rodo Aliba Gr Nyatsa-Odru,2.88333,30.7,Alibha,734,0.62
Ituri,Aru,Rodo Gr Ombanzi Anzi,2.886449,30.696777,Ezoo,1990,0.5
Ituri,Aru,Rogale Gr Rogale,3.427546,30.813572,WuringA,1733,0.46
Ituri,Aru,Rokosi Gr Rungu,2.920527,30.249443,,,
Ituri,Aru,Route Aba Gr Inzi,3.454099,30.8582,Oka,1983,0.33
Ituri,Aru,Rumu 1 Gr Rumu,3.519214,30.793806,Rumu Centre,1181,0.8
Ituri,Aru,Rumu II Gr Rumu,3.519222,30.793139,Rumu Centre,1166,0.73
Ituri,Aru,Rungu Gr Rungu,2.95,30.316668,,,
Ituri,Aru,Salia Musala Gr Rumu,3.547497,30.835302,Pamuna,1047,0.44
Ituri,Aru,Sambiya Gr Lagbo,3.299999,30.56667,Mbasa,1216,0.33
Ituri,Aru,Sarasara Gr Azuba,2.890289,30.503483,Onika Edyonga,1304,0.19
Ituri,Aru,Shaba Gr Obitabo,2.432657,30.392296,Pey,853,0.0
Ituri,Aru,Sita Gr Rumu,3.609045,30.76955,Indribha,1844,0.33
Ituri,Aru,Soriyako Gr Rumu,3.512444,30.791918,Nyori Igirako,1347,0.57
Ituri,Aru,Tadiri Gr Katsa,3.487973,30.538391,Kilife,1755,0.33
Ituri,Aru,Tereme Gr Tereme,3.265693,30.706888,Edipi,1711,0.18
Ituri,Aru,Tou Gr Adja,3.09048,30.650242,Odruma,389,0.44
Ituri,Aru,Trua Gr Inzi,3.440361,30.839083,Rikazu,806,0.4
Ituri,Aru,Tsinzi Gr Popo,3.328382,30.528538,Odrali,1396,0.17
Ituri,Aru,Tsiwi Tsiwi Gr Nioro,2.7,30.61667,Okala,1646,0.0
Ituri,Aru,Turumu Gr Kandoy,2.735275,30.358133,Mutubi,1481,0.33
Ituri,Aru,Turupa Gr Drisso,3.402288,30.855997,Robu,1019,0.2
